,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2781,2014-08-11,83.0,67.5,75.5,2,65.0,68.0,1.005,29.14,29.835,4.2,31.5,7.449999999999999
2783,2014-08-12,70.0,62.0,66.5,-7,57.0,60.5,0.115,29.200000000000003,29.865000000000002,10.45,31.5,11.6
2785,2014-08-13,82.5,58.0,70.5,-3,57.0,62.0,0.0,29.314999999999998,29.985,4.0,31.0,8.65
2787,2014-08-14,72.5,59.0,66.0,-7,49.0,57.0,0.0,29.380000000000003,30.060000000000002,7.3,5.0,8.3
2789,2014-08-15,78.5,53.5,66.0,-7,50.5,58.5,0.0,29.315,30.015,5.35,23.5,6.1
2791,2014-08-16,81.5,63.0,72.5,0,62.5,66.0,0.0,29.23,29.905,7.9,23.0,8.3
2793,2014-08-17,71.5,65.0,68.5,-4,62.5,64.5,0.0025,29.259999999999998,29.950000000000003,7.85,2.5,8.55
2795,2014-08-18,84.0,66.0,75.0,2,64.0,67.5,0.0,29.15,29.845,2.75,22.5,5.300000000000001
2797,2014-08-19,86.0,71.0,79.0,7,66.5,70.0,0.11,29.049999999999997,29.715,9.899999999999999,23.5,11.1
2799,2014-08-20,86.5,67.0,77.0,5,65.0,69.5,0.0,29.200000000000003,29.85,7.65,24.5,8.0
2801,2014-08-21,81.0,70.5,76.0,4,70.0,71.5,1.135,29.235,29.91,3.4,18.0,5.65
2803,2014-08-22,86.5,73.0,80.0,8,71.5,74.0,2.375,29.245,29.915,4.55,23.0,6.199999999999999
2805,2014-08-23,86.5,69.5,78.0,6,70.5,72.5,0.42000000000000004,29.28,29.950000000000003,2.1,7.5,4.45
2807,2014-08-24,88.5,71.5,80.0,8,71.0,73.5,0.0,29.295,29.965,6.449999999999999,12.0,7.35
2809,2014-08-25,90.0,72.0,81.5,10,70.0,72.5,0.395,29.305,29.979999999999997,3.5,18.0,6.9
2811,2014-08-26,85.5,60.0,78.0,8,66.5,70.0,0.0625,29.375,30.049999999999997,1.55,25.5,5.949999999999999
2813,2014-08-27,81.5,68.5,75.5,5,61.5,66.0,0.0,29.43,30.1,6.15,5.5,7.0
2815,2014-08-28,77.0,68.0,72.5,2,59.0,64.5,0.0125,29.380000000000003,30.07,7.449999999999999,8.0,8.55
2817,2014-08-29,87.0,72.0,80.0,9,68.0,71.0,0.04,29.225,29.915,10.3,17.0,10.8
2819,2014-08-30,84.5,72.0,78.5,7,67.0,70.5,0.1375,29.18,29.84,11.05,22.5,12.05
2821,2014-08-31,86.0,69.5,78.0,8,67.0,70.5,0.0,29.215,29.884999999999998,6.300000000000001,21.0,7.15
2823,2014-09-01,84.0,72.0,78.5,9,67.0,70.5,0.1825,29.1,29.765,11.7,22.0,12.35
2825,2014-09-02,83.5,68.0,76.0,7,61.0,66.0,0.005,29.21,29.875,5.6,27.5,6.300000000000001
2827,2014-09-03,84.0,64.0,74.0,4,61.0,66.5,0.0,29.295,29.965,5.6,20.5,6.800000000000001
2829,2014-09-04,86.0,72.0,79.0,10,67.5,71.0,0.24,29.235,29.925,11.7,19.5,12.649999999999999
2831,2014-09-05,88.5,65.5,77.0,9,67.0,70.5,0.46499999999999997,29.305,29.950000000000003,7.55,26.5,11.55
2833,2014-09-06,75.5,61.0,68.5,1,52.5,59.0,0.0,29.450000000000003,30.119999999999997,5.9,34.5,8.25
2835,2014-09-07,79.5,56.0,68.0,0,51.0,58.5,0.0,29.465,30.155,1.6,11.5,4.449999999999999
2837,2014-09-08,78.0,57.5,68.0,0,53.0,60.0,0.0,29.36,30.064999999999998,5.6,17.0,6.050000000000001
2839,2014-09-09,80.0,64.5,72.5,5,60.5,65.0,0.01,29.21,29.925,7.699999999999999,18.5,8.05
2841,2014-09-10,81.0,57.0,69.0,2,62.5,65.5,1.46,29.0,29.665,8.1,24.5,15.950000000000001
2843,2014-09-11,57.0,51.0,54.0,-12,43.5,48.5,0.0,29.485,30.145,9.65,34.5,10.45
2845,2014-09-12,56.0,45.0,51.0,-15,45.5,48.0,0.115,29.575000000000003,30.265,11.35,34.5,12.15
2847,2014-09-13,59.5,41.5,50.5,-15,41.0,45.5,0.005,29.625,30.33,3.1500000000000004,33.0,7.300000000000001
2849,2014-09-14,66.0,44.0,55.5,-10,43.5,50.0,0.0,29.53,30.25,4.35,22.0,4.75
2851,2014-09-15,62.0,52.5,57.5,-7,49.0,53.0,0.005,29.435000000000002,30.134999999999998,2.55,29.5,5.65
2853,2014-09-16,68.5,45.5,57.0,-8,44.5,51.0,0.0,29.439999999999998,30.15,2.25,32.0,4.550000000000001
2855,2014-09-17,71.0,48.5,60.0,-5,46.5,53.0,0.0,29.325,30.02,0.95,16.5,3.4
2857,2014-09-18,71.0,53.0,62.5,-2,53.0,56.5,0.0,29.43,30.115000000000002,5.15,3.5,6.1
2859,2014-09-19,77.0,55.0,66.5,3,48.5,56.5,0.0,29.345,30.055,10.35,18.0,11.0
2861,2014-09-20,78.5,63.0,71.0,8,61.5,64.5,0.12,29.135,29.83,10.65,22.5,11.1
2863,2014-09-21,69.5,51.5,60.5,-2,50.5,55.5,0.005,29.285,29.935000000000002,9.95,31.0,12.8
2865,2014-09-22,68.0,47.0,58.0,-5,44.0,50.5,0.0,29.555,30.22,1.5,32.0,5.85
2867,2014-09-23,75.0,50.5,63.0,2,47.0,54.0,0.0,29.605,30.3,2.5999999999999996,18.5,5.25
2869,2014-09-24,77.0,54.0,66.0,5,49.5,56.5,0.0,29.6,30.295,4.199999999999999,13.0,5.5
2871,2014-09-25,76.0,57.0,66.5,4,53.0,58.5,0.0,29.549999999999997,30.244999999999997,1.25,12.0,2.8
2873,2014-09-26,80.0,55.0,67.5,5,54.0,59.5,0.0,29.54,30.225,4.2,7.5,4.85
2875,2014-09-27,79.0,57.5,68.5,7,55.5,60.5,0.0,29.505,30.200000000000003,3.55,7.5,4.25
2877,2014-09-28,78.5,55.5,67.5,7,56.0,60.5,0.0,29.41,30.11,2.45,7.0,3.25
2879,2014-09-29,83.5,55.0,69.5,9,55.5,59.5,0.0075,29.305,29.994999999999997,4.75,35.0,9.0
2881,2014-09-30,59.5,49.0,54.5,-6,48.0,51.0,0.005,29.325,30.025,8.95,2.0,10.2
2883,2014-10-01,71.5,50.5,61.5,2,50.5,56.0,0.0025,29.25,29.95,9.15,13.0,9.5
2885,2014-10-02,73.5,64.5,69.5,10,62.0,64.0,0.52,29.065,29.78,7.2,17.0,7.9
2887,2014-10-03,66.5,44.5,55.5,-3,46.0,50.5,0.865,28.985,29.665,14.55,28.0,16.0
2889,2014-10-04,48.0,36.0,42.0,-16,34.5,40.0,0.055,29.035,29.729999999999997,13.55,25.5,13.65
2891,2014-10-05,55.5,39.5,47.5,-11,35.5,43.0,0.0075,28.985,29.689999999999998,9.3,23.0,9.85
2893,2014-10-06,62.0,45.0,54.0,-4,39.0,46.0,0.01,28.92,29.615000000000002,8.7,24.0,9.65
2895,2014-10-07,67.5,48.5,58.0,1,44.0,50.5,0.0025,29.03,29.695,10.05,24.5,11.6
2897,2014-10-08,66.0,46.0,56.5,-1,35.5,47.0,0.0,29.305,29.97,10.85,27.0,11.25
2899,2014-10-09,63.0,46.5,55.0,-2,35.0,45.0,0.0,29.41,30.09,3.4,19.0,6.05
2901,2014-10-10,58.5,41.5,50.5,-6,39.5,45.0,0.0,29.46,30.16,5.75,2.0,6.699999999999999
2903,2014-10-11,59.5,38.0,49.0,-6,35.0,43.0,0.0,29.5,30.2,3.15,8.0,4.6
2905,2014-10-12,63.5,41.5,53.0,-3,43.0,48.5,0.01,29.275,30.0,8.7,14.0,9.5
2907,2014-10-13,69.0,57.5,63.5,9,59.5,61.0,0.54,29.0,29.73,7.6,14.5,9.0
2909,2014-10-14,66.0,53.0,60.0,6,58.0,59.0,0.915,28.86,29.545,2.65,11.0,9.399999999999999
2911,2014-10-15,56.5,51.5,54.5,0,52.0,52.5,0.060000000000000005,29.075000000000003,29.744999999999997,9.45,35.0,9.8
2913,2014-10-16,57.0,51.5,54.5,1,50.5,52.0,0.005,29.055,29.77,4.75,24.5,7.9
2915,2014-10-17,62.5,48.5,55.5,3,47.0,51.0,0.0075,29.02,29.69,10.899999999999999,28.5,12.95
2917,2014-10-18,51.0,37.5,44.5,-8,39.0,43.0,0.015,29.415,30.08,7.8999999999999995,34.0,8.95
2919,2014-10-19,55.5,34.5,45.5,-7,39.0,43.5,0.0,29.35,30.08,8.3,21.0,8.6
2921,2014-10-20,65.5,48.0,57.0,6,45.0,50.0,0.005,29.200000000000003,29.9,4.800000000000001,32.0,9.2
2923,2014-10-21,53.5,47.0,50.5,-1,40.0,45.0,0.0,29.485,30.155,10.9,18.5,11.5
2925,2014-10-22,56.0,39.0,48.0,-4,38.0,43.5,0.0,29.59,30.3,2.95,9.5,4.949999999999999
2927,2014-10-23,60.5,38.5,50.0,-1,40.5,46.0,0.0025,29.425,30.155,7.7,19.0,8.1
2929,2014-10-24,67.5,53.0,60.5,11,47.0,52.5,0.0,29.28,30.0,4.65,22.0,5.8
2931,2014-10-25,73.5,50.5,62.5,13,40.5,51.5,0.0,29.240000000000002,29.925,10.05,28.5,10.65
2933,2014-10-26,65.0,43.0,54.0,5,32.5,44.5,0.0,29.245,29.95,1.25,8.0,5.6
2935,2014-10-27,78.0,52.5,65.5,16,51.5,58.5,0.01,28.96,29.665,12.35,19.0,13.25
2937,2014-10-28,67.0,46.5,57.0,10,39.0,47.5,0.017499999999999998,29.189999999999998,29.85,14.4,26.0,15.1
2939,2014-10-29,49.0,38.0,44.0,-4,33.0,41.0,0.0,29.39,30.064999999999998,9.0,29.0,9.45
2941,2014-10-30,52.0,34.5,43.5,-4,34.5,41.0,0.0025,29.375,30.095,5.5,23.5,6.0
2943,2014-10-31,48.0,33.5,41.0,-6,27.0,34.5,0.035,29.515,30.2,22.15,34.0,22.75
